日期,标签,标题,摘要,来源,链接
2026-05-15,"科技, 社会",Giant new dinosaur identified from fossils in Thailand,泰国发现新巨型恐龙“那伽泰坦”，为东南亚最大恐龙，重如九头象。,BBC World,https://www.bbc.com/news/articles/cx21pk5g20ro?at_medium=RSS&at_campaign=rss
2026-05-15,"军事, 国际",'Floating armoury' ship reportedly seized by Iran,伊朗军方在阿曼湾扣押一艘据称为“浮动军火库”的船只。,BBC World,https://www.bbc.com/news/articles/cx219xwxg9no?at_medium=RSS&at_campaign=rss
2026-05-15,"军事, 国际, 民生",Ukraine rescuers pull dead from rubble of Kyiv flats after massive Russian strikes,俄大规模袭击基辅致至少12死，含两名儿童，救援人员搜寻废墟。,BBC World,https://www.bbc.com/news/articles/cq5p8yygq94o?at_medium=RSS&at_campaign=rss
2026-05-15,"民生, 经济",[视频]夏粮旺季收购即将启动 预计收购小麦1亿吨左右,2026年夏粮旺季收购即将启动，预计收购小麦约1亿吨，国家继续实施最低收购价政策。,新闻联播,https://tv.cctv.com/2026/05/14/VIDEhR2DsaaGeCHne2lP7OOK260514.shtml
2026-05-15,"民生, 经济",[视频]国内联播快讯,2025年城市再生水利用量突破220亿立方米；1-4月期货成交额增42.75%；医保飞检启动。,新闻联播,https://tv.cctv.com/2026/05/14/VIDEhhLCyY0DtFFRQYFhu0cK260514.shtml
2026-05-15,"国际, 政治",[视频]国际社会高度关注中美元首会谈,国际社会高度关注中美元首会谈，多国人士称会谈发出积极正面信号。,新闻联播,https://tv.cctv.com/2026/05/14/VIDEOclaPTwhsPRbZAznwqGX260514.shtml
2026-05-15,"国际, 军事",[视频]以军袭击黎南部多地 以称在所有战区创造“新的安全现实”,以军空袭黎南部多地，称创造“新安全现实”；黎方统计伤亡数字高企。,新闻联播,https://tv.cctv.com/2026/05/14/VIDEED2mJa76NOXQDAGwJmt5260514.shtml
2026-05-15,"国际, 经济",[视频]国际联播快讯,欧佩克下调石油需求预期；欧盟一季度进口俄液化天然气创新高；日本破产企业数连续5月增加。,新闻联播,https://tv.cctv.com/2026/05/14/VIDEsBAxlO6ulCkbnP3TeEvt260514.shtml
2026-05-15,"国际, 政治",Flattery and fanfare as Trump welcomed to China - but thorny issues remain,特朗普访华获隆重欢迎，中美领导人会谈展现友好，但棘手问题仍存。,BBC World,https://www.bbc.com/news/articles/cdxpypg9dgeo?at_medium=RSS&at_campaign=rss
2026-05-15,社会,[视频]国务院新闻办举行“新征程上的奋斗者”中外记者见面会,国新办举行快递从业者中外记者见面会，分享快递进村、科技赋能等基层实践。,新闻联播,https://tv.cctv.com/2026/05/14/VIDEMIZ7Ws85z2DibdAXUhzW260514.shtml
2026-05-15,"社会, 民生",Former imam sentenced to life for sexual assaults,前伊玛目阿卜杜勒·哈利姆·汗因九年性侵七名穆斯林受害者被判终身监禁。,BBC Top,https://www.bbc.com/news/articles/cdrpk4end65o?at_medium=RSS&at_campaign=rss
2026-05-16,"政治, 经济, 民生",《新闻联播》 20260515 21:00,新闻联播报道中美元首会晤、国务院会议、贵州调研及国内经济民生等多条要闻。,新闻联播,https://tv.cctv.com/2026/05/15/VIDEAs0XdoNVdkpFCA93Htz8260515.shtml
2026-05-16,"政治, 国际",[视频]习近平同美国总统在中南海小范围会晤,习近平与特朗普在中南海小范围会晤，确定建设性战略稳定关系，达成多项共识。,新闻联播,https://tv.cctv.com/2026/05/15/VIDEnhwt6ckJE6JKTjut85eu260515.shtml
2026-05-16,"政治, 民生",[视频]李强主持召开国务院常务会议,李强主持国务院常务会议，审议通过城市更新和农业农村现代化“十五五”规划。,新闻联播,https://tv.cctv.com/2026/05/15/VIDE8XZKPRcy5r9MLiEuCcTg260515.shtml
2026-05-16,政治,[视频]赵乐际在贵州调研,赵乐际在贵州调研，强调人大要围绕“十五五”规划推进立法与监督工作。,新闻联播,https://tv.cctv.com/2026/05/15/VIDEN1XhSyA3hrOZYw9qwMeG260515.shtml
2026-05-16,政治,What does Makerfield think of by-election and can Burnham win?,工党议员辞职后，伯纳姆表示将参选梅克菲尔德选区补选。,BBC Top,https://www.bbc.com/news/articles/cyv26e7yd89o?at_medium=RSS&at_campaign=rss
2026-05-16,"政治, 经济","SCOTUS upholds abortion pill telehealth access. And, Trump returns from China visit",美最高法院维持堕胎药远程获取，特朗普结束访华并宣布多项贸易协议。,NPR World,https://www.npr.org/2026/05/15/g-s1-122218/up-first-newsletter-mifepristone-trump-china-keir-starmer-new-york-salmon-river-students
2026-05-16,"经济, 科技",[视频]【“十五五”开好局起好步】江苏奋力在推进中国式现代化中走在前做示范 奋力谱写中国式现代化安徽篇章,江苏和安徽发布“十五五”规划，聚焦高质量发展、科技创新与产业升级。,新闻联播,https://tv.cctv.com/2026/05/15/VIDEafhgQHg4o0Z022IorlLc260515.shtml
2026-05-16,"经济, 科技",[视频]一季度我国数字产业收入同比增长12.9%,一季度我国数字产业收入9.5万亿元，同比增12.9%，利润增长23.6%。,新闻联播,https://tv.cctv.com/2026/05/15/VIDEQf8iihx0kMmefF7RQKnM260515.shtml
2026-05-16,"军事, 国际, 民生",Death toll in attack on Kyiv apartment building now stands at 24,俄导弹袭击基辅公寓楼致24死，含3名儿童。,NPR World,https://www.npr.org/2026/05/15/nx-s1-5823388/death-toll-in-attack-on-kyiv-apartment-building-now-stands-at-24
2026-05-16,民生,[视频]【在希望的田野上】西南麦区迎来大面积收获,西南麦区冬小麦大面积收获，各地推广小型农机和智能无人机提升效率。,新闻联播,https://tv.cctv.com/2026/05/15/VIDEyQeH1idCHZGBtz2VySiA260515.shtml
2026-05-16,"民生, 经济",[视频]1至4月全国铁路发送旅客15.55亿人次,1至4月全国铁路发送旅客15.55亿人次，同比增长6.8%。,新闻联播,https://tv.cctv.com/2026/05/15/VIDEKoRVIBWumeAJxRHEtV8e260515.shtml
2026-05-16,"国际, 政治",[视频]多国人士表示中美元首会谈为两国关系提供战略指引 为全球注入稳定性,多国人士表示中美元首会谈为两国关系提供战略指引，为全球注入稳定性。,新闻联播,https://tv.cctv.com/2026/05/15/VIDEkLJ8YMGQlq6xjpghQ9IX260515.shtml
2026-05-16,"国际, 政治",[视频]国际媒体高度关注中美元首会谈,国际媒体高度关注中美元首会谈，认为中美加强合作具有重大全球性意义。,新闻联播,https://tv.cctv.com/2026/05/15/VIDE8sa6x3LVJvDpRp1b8OJ9260515.shtml
2026-05-16,"国际, 军事",[视频]国际联播快讯,以黎第三轮会谈分歧明显；也门达成人员释放协议；印度恶劣天气致超百人死亡；夏威夷火山喷发。,新闻联播,https://tv.cctv.com/2026/05/15/VIDEJH17B0PiF5ddS2aI5ovE260515.shtml
2026-05-16,"国际, 政治","Trump warns Taiwan against declaring independence, hours after summit with China's Xi",特朗普在与习近平会晤数小时后警告台湾不要宣布“独立”。,BBC World,https://www.bbc.com/news/articles/ce8p61v7l68o?at_medium=RSS&at_campaign=rss
2026-05-16,"国际, 政治",Trump and Xi conclude 'very successful' talks but no deals confirmed,特朗普和习近平结束“非常成功”的会谈，但未确认任何贸易突破。,BBC World,https://www.bbc.com/news/articles/clypj01189lo?at_medium=RSS&at_campaign=rss
2026-05-16,"国际, 军事",Prisoner swap goes ahead as Kyiv mourns 24 killed in Russian strike on flats,乌克兰进行战俘交换，基辅哀悼24名死于俄军袭击公寓楼的遇难者。,BBC World,https://www.bbc.com/news/articles/c5y049w8nqwo?at_medium=RSS&at_campaign=rss
2026-05-16,"国际, 政治",New York Times defends journalist after Israel threatens to sue,以色列总理因记者报道性侵指控威胁起诉《纽约时报》。,BBC World,https://www.bbc.com/news/articles/c9wedpk155jo?at_medium=RSS&at_campaign=rss
2026-05-16,"国际, 政治",Key takeaways from Trump's China trip,特朗普结束对中国的旋风访问，返回美国。,NPR World,https://www.npr.org/2026/05/15/nx-s1-5822512/trump-china-xi-summit-takeaways
2026-05-16,"国际, 经济",China economist shares takeaways from the Trump-Xi summit,中国经济学家金刻羽分享特朗普与习近平峰会成果。,NPR World,https://www.npr.org/2026/05/15/nx-s1-5822445/china-economist-shares-takeaways-from-the-trump-xi-summit
2026-05-16,"国际, 政治",How the relationship between the U.S. and China has changed under Trump,中国学者达巍谈特朗普时期美中关系变化。,NPR World,https://www.npr.org/2026/05/15/nx-s1-5819194/how-the-relationship-between-the-u-s-and-china-has-changed-under-trump
2026-05-16,社会,[视频]国务院新闻办举行“新征程上的奋斗者”中外记者见面会,国务院新闻办举行中外记者见面会，5位残疾人代表讲述奋斗故事，展现自强精神。,新闻联播,https://tv.cctv.com/2026/05/15/VIDEcKuKqmE4e6e3Se53YteM260515.shtml
2026-05-16,"社会, 科技, 民生",[视频]国内联播快讯,发布2026年“最美家庭”；新修订《药品管理法实施条例》施行；力箭系列火箭完成百星发射；中央财政两年投入10亿元支持校园足球。,新闻联播,https://tv.cctv.com/2026/05/15/VIDEDxLJWbHOg2Mp8XDtGSkU260515.shtml
2026-05-16,"社会, 科技",AI vigilante trap snares alleged paedophile ex-teacher in France,法国一位前教师被AI钓捕，冒充14岁女孩的网络侦探使其自首。,BBC World,https://www.bbc.com/news/articles/c1m2xg7x0m3o?at_medium=RSS&at_campaign=rss
2026-05-16,社会,Teenager's family 'heartbroken' by meningitis death,一名六年级学生因脑膜炎去世，家人心碎致哀。,BBC Top,https://www.bbc.com/news/articles/cy42jn311y1o?at_medium=RSS&at_campaign=rss
2026-05-16,"社会, 文体",Judge declares another mistrial in Harvey Weinstein New York rape charge,哈维·韦恩斯坦在纽约强奸案中第三次审判无效。,BBC Top,https://www.bbc.com/news/articles/c152lexw1vxo?at_medium=RSS&at_campaign=rss
2026-05-16,"社会, 国际",Five Italians die during cave scuba dive in Maldives,五名意大利人在马尔代夫洞穴潜水时遇难，其中四人是大学团队。,BBC Top,https://www.bbc.com/news/articles/c62e0p7rd2ro?at_medium=RSS&at_campaign=rss
2026-05-17,"政治, 经济, 军事",《新闻联播》 20260516 19:00,《求是》发表习近平重要文章；俄总统将访华；神舟二十三号待发射；普惠型小微企业贷款余额增长9.9%。,新闻联播,https://tv.cctv.com/2026/05/16/VIDEzxXEzMNNjN4cmPaib5In260516.shtml
2026-05-17,"政治, 经济",[视频]《求是》杂志发表习近平总书记重要文章《做强做优做大实体经济》,《求是》发表习近平重要文章，强调做强做优做大实体经济，推进新型工业化。,新闻联播,https://tv.cctv.com/2026/05/16/VIDEyEZn6kwsDRKfeFoXxfZR260516.shtml
2026-05-17,"政治, 国际",[视频]应习近平邀请 俄罗斯总统将对华进行国事访问,应习近平邀请，俄罗斯总统普京将于5月19日至20日对华进行国事访问。,新闻联播,https://tv.cctv.com/2026/05/16/VIDEaOWZBLK8jEGVMQK7iEvR260516.shtml
2026-05-17,"政治, 国际",US planning to charge ex-Cuban leader Raúl Castro,美国计划起诉古巴前领导人劳尔·卡斯特罗，涉1996年击落飞机案。,BBC World,https://www.bbc.com/news/articles/c1w2gnd9xp2o?at_medium=RSS&at_campaign=rss
2026-05-17,"政治, 国际","Trump warns Taiwan against declaring independence, hours after summit with China's Xi",特朗普警告台湾勿宣布独立，称希望两岸降温紧张局势。,BBC World,https://www.bbc.com/news/articles/ce8p61v7l68o?at_medium=RSS&at_campaign=rss
2026-05-17,政治,The race to replace Starmer is on - but he still faces a momentous choice,工党内部竞争激烈，英首相仍面临重大抉择。,BBC Top,https://www.bbc.com/news/articles/cx213m1d82lo?at_medium=RSS&at_campaign=rss
2026-05-17,"经济, 民生, 社会",[视频]【凝心聚力 真抓实干 奋力实现“十五五”良好开局】青海立足资源禀赋 推进绿色算电协同发展 宁夏持续加力 筑牢西北地区重要生态安全屏障,青海推进绿色算电协同发展，宁夏筑牢生态安全屏障，助力“十五五”绿色发展。,新闻联播,https://tv.cctv.com/2026/05/16/VIDENZsBoIFrPpjU2qakyNlg260516.shtml
2026-05-17,"经济, 民生",[视频]一季度末普惠型小微企业贷款余额同比增长9.9%,一季度末普惠型小微企业贷款余额38.8万亿元，同比增长9.9%，政策支持小微企业。,新闻联播,https://tv.cctv.com/2026/05/16/VIDEvqXuE8dLYNPlsA4XMzQl260516.shtml
2026-05-17,"经济, 民生",[视频]【在希望的田野上】我国夏油作物收获进入高峰,我国夏油作物收获进入高峰，冬油菜长势良好，中央财政专项支持油菜生产。,新闻联播,https://tv.cctv.com/2026/05/16/VIDEt9oXZ5ZvsDKpx7OJ8CgY260516.shtml
2026-05-17,"经济, 科技",[视频]我国工业资源循环利用提速升级,我国工业资源循环利用提速，退役列车回收率超98%，再生资源回收总额达1.39万亿元。,新闻联播,https://tv.cctv.com/2026/05/16/VIDEnnTIUs0cAiVxn9BqLQN1260516.shtml
2026-05-17,"经济, 民生",[视频]以旧换新 持续激发消费活力,各地以旧换新政策扩围，多措并举激发消费活力，智能家居成新热点。,新闻联播,https://tv.cctv.com/2026/05/16/VIDE9cPItSCzQ7Cjln6L4yZj260516.shtml
2026-05-17,"经济, 科技",[视频]国内联播快讯,平陆运河主体工程完成；城市体检全面开展；第二艘国产大型邮轮试航。,新闻联播,https://tv.cctv.com/2026/05/16/VIDEqP75BXD501TK7uQz9VJR260516.shtml
2026-05-17,"经济, 国际, 民生",[视频]国际联播快讯,美经济学家预测二季度通胀飙升；刚果（金）埃博拉致死80人；泰国火车与巴士相撞致8死；欧洲成全球变暖最快大陆。,新闻联播,https://tv.cctv.com/2026/05/16/VIDEH9FfEk999dF6vAowh2xw260516.shtml
2026-05-17,"科技, 军事",[视频]神舟二十三号船箭组合体转运至发射区 计划近日择机发射,神舟二十三号船箭组合体转运至发射区，计划近日择机发射。,新闻联播,https://tv.cctv.com/2026/05/16/VIDEhgDuRyCoByeFtc0zqoyF260516.shtml
2026-05-17,"科技, 经济",[视频]我国储能产业发展势头强劲,我国储能产业强劲发展，抽水蓄能及新型储能装机快速增长，技术不断突破。,新闻联播,https://tv.cctv.com/2026/05/16/VIDE0pyDtiflnctcbMHCc7LD260516.shtml
2026-05-17,"军事, 国际","Senior IS leader killed in joint operation, US and Nigeria say",美尼联合行动击毙IS高级头目阿布-比拉尔·米努基。,BBC World,https://www.bbc.com/news/articles/cy72p2kpd03o?at_medium=RSS&at_campaign=rss
2026-05-17,"军事, 国际",The war in Ukraine is at a standstill as societal fatigue grows in Russia,乌克兰战事陷入僵局，俄罗斯社会战争疲劳加剧。,NPR World,https://www.npr.org/2026/05/16/nx-s1-5822468/the-war-in-ukraine-is-at-a-standstill-as-societal-fatigue-grows-in-russia
2026-05-17,"民生, 社会",[视频]南水北调已累计向北方调水880亿立方米,南水北调已累计向北方调水880亿立方米，受益人口1.95亿，生态补水效果显著。,新闻联播,https://tv.cctv.com/2026/05/16/VIDE27J2EcR7bRpeMDdgSttZ260516.shtml
2026-05-17,"民生, 社会",[视频]我国将全面推行家庭病床服务,我国将全面推行家庭病床服务，行动不便患者可在家享受专业康复护理。,新闻联播,https://tv.cctv.com/2026/05/16/VIDENROpPtV2eBIxne7jY2GR260516.shtml
2026-05-17,"国际, 军事",[视频]黎以停火延长45天 以军持续袭击黎南部,黎以停火延长45天，以军仍持续袭击黎南部，致多人伤亡。,新闻联播,https://tv.cctv.com/2026/05/16/VIDEbZdg6TnsMBKYxYCyUWkV260516.shtml
2026-05-17,"国际, 军事, 经济",[视频]伊朗称为外交谈判争取机会 以色列称正准备重启对伊朗军事行动,伊朗称争取外交机会，以色列准备重启军事行动，油价显著上涨。,新闻联播,https://tv.cctv.com/2026/05/16/VIDE143ql7mzxHgYne419Te8260516.shtml
2026-05-17,"国际, 社会",Timmy the humpback whale found dead off Danish coast,曾获救援的座头鲸蒂米在丹麦海岸被发现死亡。,NPR World,https://www.npr.org/2026/05/16/g-s1-122490/timmy-humpback-whale-dead-stranded-rescue-denmark
2026-05-17,"国际, 政治","The townspeople of Vilseck, Germany, worry that Trump may pull out 5,000 U.S. troops",德国小镇居民担忧特朗普可能撤走5000名驻军。,NPR World,https://www.npr.org/2026/05/16/nx-s1-5815881/trump-germany-withdrawal-nato-us-troops-vilseck
2026-05-17,"国际, 军事",Trump says Islamic State group leader was killed in a joint U.S.-Nigerian mission,特朗普宣布美尼联合行动击毙ISIS二号头目。,NPR World,https://www.npr.org/2026/05/16/g-s1-122461/islamic-state-leader-killed
2026-05-17,"社会, 民生",[视频]大范围降雨持续 各地全力做好强降雨防范应对工作,大范围强降雨持续，多地抢险应对，国家防总启动防汛四级应急响应。,新闻联播,https://tv.cctv.com/2026/05/16/VIDExPbvk7znl5HKV2DdNIDA260516.shtml
2026-05-17,"社会, 国际",Rescue diver dies during search for bodies of Italians who drowned in Maldives caves,马尔代夫救援潜水员在搜寻意大利溺水者遗体时丧生。,BBC World,https://www.bbc.com/news/articles/c1w2gv1gdnjo?at_medium=RSS&at_campaign=rss
2026-05-17,"社会, 国际",Toddlers among more than 50 schoolchildren kidnapped in Nigeria,尼日利亚50多名学童被绑架，包括幼儿，尚无组织认领。,BBC World,https://www.bbc.com/news/articles/c202vrxlwqgo?at_medium=RSS&at_campaign=rss
2026-05-17,"社会, 国际",Tens of thousands join rival marches in London,伦敦两场对立游行数万人参与，逮捕31人。,BBC Top,https://www.bbc.com/news/articles/c3d2ryyz0jzo?at_medium=RSS&at_campaign=rss
2026-05-17,文体,Tonight's the Eurovision final. Here's what you can expect,欧洲歌唱大赛决赛今晚在维也纳举行，亮点前瞻。,BBC Top,https://www.bbc.com/news/articles/c1d2qe73ly7o?at_medium=RSS&at_campaign=rss
2026-05-17,"文体, 国际",The Eurovision Song Contest reaches its grand final with pop and protests,欧洲歌唱大赛决赛举行，安保森严，以色列参赛引争议。,NPR World,https://www.npr.org/2026/05/16/nx-s1-5824325/eurovision-final-vienna
2026-05-18,"政治, 经济, 科技",《新闻联播》 20260517 19:00,习近平指示推动哲学社会科学高质量发展，中俄博览会开幕，各地推进数字赋能与产业升级。,新闻联播,https://tv.cctv.com/2026/05/17/VIDErA75q2Ns7YFd24uDeVUT260517.shtml
2026-05-18,政治,[视频]习近平就推动哲学社会科学高质量发展作出重要指示强调 加快构建中国哲学社会科学自主知识体系 更好回答中国之问世界之问人民之问时代之问,习近平强调加快构建中国哲学社会科学自主知识体系，回答中国之问、世界之问等。,新闻联播,https://tv.cctv.com/2026/05/17/VIDE9hcoitZFwTf6IdobwRjh260517.shtml
2026-05-18,政治,[视频]央视快评：更好回答中国之问世界之问人民之问时代之问,央视快评：更好回答中国之问、世界之问、人民之问、时代之问。,新闻联播,https://tv.cctv.com/2026/05/17/VIDEz2599sRZibHyzEwZaYHu260517.shtml
2026-05-18,"政治, 国际",[视频]习近平同俄罗斯总统分别向第十届中俄博览会致贺信,习近平与普京向第十届中俄博览会致贺信，强调深化全方位务实合作。,新闻联播,https://tv.cctv.com/2026/05/17/VIDEVqu9fkgchEMLqOVTU8uf260517.shtml
2026-05-18,政治,[视频]社科界学习贯彻习近平文化思想座谈会在京举行,社科界在京座谈，学习贯彻习近平文化思想，加快构建中国哲学社会科学自主知识体系。,新闻联播,https://tv.cctv.com/2026/05/17/VIDEbmqNM1Z507LUvp5oILM7260517.shtml
2026-05-18,政治,"Personal decision for Starmer on whether to fight leadership contest, minister says",英文化大臣称是否参加党魁竞选是斯塔默的个人决定，不排除其可能性。,BBC Top,https://www.bbc.com/news/articles/clypg60k25ro?at_medium=RSS&at_campaign=rss
2026-05-18,"政治, 社会",The UK is churning through leaders. Is the country becoming harder to govern?,英国领导人更迭频繁，民众对政治阶层不满加剧，国家治理难度上升。,BBC Top,https://www.bbc.com/news/articles/cqjpe7q0j1xo?at_medium=RSS&at_campaign=rss
2026-05-18,"经济, 民生",[视频]我国县域消费市场供应持续改善,我国县域商业体系持续完善，消费供给优化，县乡消费活力释放，占比持续提高。,新闻联播,https://tv.cctv.com/2026/05/17/VIDEDZe5YZPz9E9CEnQQaa4R260517.shtml
2026-05-18,"经济, 社会",[视频]工业遗产焕新 活化利用释放新活力,多地工业遗产改造为文旅地标、创业园区，九成以上实现活化利用。,新闻联播,https://tv.cctv.com/2026/05/17/VIDEKoxRzcTHDzqbnXwLTCy8260517.shtml
2026-05-18,"科技, 经济",[视频]【凝心聚力 真抓实干 奋力实现“十五五”良好开局】湖南：深化人工智能产业赋能和场景应用 河北：数字赋能 推动传统产业转型升级,湖南、河北深化人工智能赋能，推动传统产业数字化转型，打造智能经济新形态。,新闻联播,https://tv.cctv.com/2026/05/17/VIDENU5Pchf0pkymkfC2HrO5260517.shtml
2026-05-18,"科技, 民生, 社会",[视频]国内联播快讯,国内联播快讯：算力调度、高原病规范、流动儿童服务、澳车北上等。,新闻联播,https://tv.cctv.com/2026/05/17/VIDERoN23SAfD3EnG34kuWLr260517.shtml
2026-05-18,"军事, 国际","Large-scale Ukrainian drone attack kills three in Moscow region, says Russia",乌克兰大规模无人机袭击莫斯科地区致三人死亡，俄方称乌方回应其攻击。,BBC World,https://www.bbc.com/news/articles/c5ye480kxpmo?at_medium=RSS&at_campaign=rss
2026-05-18,"军事, 国际",UAE reports drone strike near Abu Dhabi nuclear power plant,阿联酋报告阿布扎比核电站附近遭无人机袭击，正调查来源。,BBC World,https://www.bbc.com/news/articles/cwy27pkj1l1o?at_medium=RSS&at_campaign=rss
2026-05-18,"军事, 国际","Ukraine conducts large-scale drone strikes on Russia, killing 4 and wounding 12 others",乌克兰大规模无人机袭击俄罗斯，致4死12伤，包括莫斯科附近3人。,NPR World,https://www.npr.org/2026/05/17/nx-s1-5824987/ukrainian-drone-strikes-on-russia-kill-4-moscow
2026-05-18,民生,[视频]我国残疾人社会保障和关爱服务水平不断提升,全国助残日，我国残疾人社会保障和关爱服务水平不断提升，就业人数达891.5万。,新闻联播,https://tv.cctv.com/2026/05/17/VIDE0ik4zEeKsoEhYiIH7ZcA260517.shtml
2026-05-18,"民生, 经济",[视频]一批水利重点工程有序推进,淮河、山东、新疆等地一批国家重大水利工程有序推进，保障防洪、供水与发电。,新闻联播,https://tv.cctv.com/2026/05/17/VIDELyejwfKURpK4Uia3WxMs260517.shtml
2026-05-18,"民生, 社会",[视频]多地强降雨持续 各地各部门积极应对,中东部多地持续强降雨，各部门积极抢险救援，清理积水。,新闻联播,https://tv.cctv.com/2026/05/17/VIDESqcbBFyrPIinaw2IIQLe260517.shtml
2026-05-18,"国际, 军事",[视频]伊朗称已制定管理霍尔木兹海峡指定航道的专业机制,伊朗称已制定管理霍尔木兹海峡航道机制，俄伊核电站建设恢复。,新闻联播,https://tv.cctv.com/2026/05/17/VIDEPtBpcQ15qfoqnLUsF84I260517.shtml
2026-05-18,"国际, 科技, 文体",[视频]国际联播快讯,中企承建哈萨克斯坦轻轨通车；非洲埃博拉疫情升级；朝鲜女足抵韩。,新闻联播,https://tv.cctv.com/2026/05/17/VIDE8cEFgsz3PBurG6d0pgyf260517.shtml
2026-05-18,"国际, 民生",WHO declares Ebola outbreak in DR Congo an international emergency,世卫组织宣布刚果（金）埃博拉疫情为国际紧急事件，但未达大流行标准。,BBC World,https://www.bbc.com/news/articles/c2l2p0wwzzdo?at_medium=RSS&at_campaign=rss
2026-05-18,"国际, 民生",How worrying is the Ebola outbreak in DR Congo?,刚果（金）埃博拉疫情被宣布为卫生紧急事件，近250例疑似病例。,BBC World,https://www.bbc.com/news/articles/c9q311nj5r3o?at_medium=RSS&at_campaign=rss
2026-05-18,"国际, 政治",The foreign fighters who helped topple Assad — and why China worries about them,数千维吾尔人成为推翻叙利亚阿萨德政权的主力，受访讲述逃离中国原因。,NPR World,https://www.npr.org/2026/05/17/g-s1-113270/uyghurs-china-syria-war-fighters-rebels-bashar-al-assad
2026-05-18,"国际, 政治, 军事","Iranian man barely survives bombing, but wants war to go on",伊朗男子在美以轰炸中幸存，却仍希望战争继续以摧毁现政权。,NPR World,https://www.npr.org/2026/05/16/nx-s1-5820984/iranian-man-barely-survives-bombing-but-wants-war-to-go-on
2026-05-18,社会,[视频]【暖心一瞬】危急时刻施援手 见义勇为显担当,江苏、广州热心群众危急时刻挺身救人，彰显见义勇为精神。,新闻联播,https://tv.cctv.com/2026/05/17/VIDEOqTNWTWoNt5gc5yqeE9y260517.shtml
2026-05-18,"社会, 民生","Man drives car into pedestrians in Italy, injuring eight",意大利一男子驾车冲撞行人致八人受伤，路人将其制服。,BBC World,https://www.bbc.com/news/articles/cyv28pd4n22o?at_medium=RSS&at_campaign=rss
2026-05-18,"社会, 政治",Forty-three arrests after £4.5m police operation to keep rival London protests apart,伦敦警方耗资450万英镑维持对立抗议秩序，逮捕43人避免严重冲突。,BBC Top,https://www.bbc.com/news/articles/ckgpznn202po?at_medium=RSS&at_campaign=rss
2026-05-18,"社会, 民生",Life on the edge: why Indonesians living near volcanoes won't leave,印尼爪哇岛数千居民不愿撤离默拉皮火山，尽管面临持续风险。,NPR World,https://www.npr.org/2026/05/16/nx-s1-5818295/life-on-the-edge-why-indonesians-living-near-volcanoes-wont-leave
2026-05-18,文体,"'Look Mum, one point': How the UK keeps getting Eurovision wrong",BBC需反思2027年欧洲电视网参赛策略，此前连续四年表现不佳。,BBC Top,https://www.bbc.com/news/articles/cy72e81dp28o?at_medium=RSS&at_campaign=rss
2026-05-18,文体,Bulgarian banger 'Bangaranga' bags country its 1st Eurovision win,保加利亚歌曲《Bangaranga》赢得第70届欧洲电视网大赛冠军，爆冷击败24国。,NPR World,https://www.npr.org/2026/05/16/nx-s1-5824393/eurovision-winner-dara-bangaranga-bulgaria-vienna-austria
2026-05-18,文化,[视频]【文化中国行】青铜铸文明 礼乐传古今,通过青铜文物展现中华礼乐文明，实证中华文明延绵不绝与多元一体。,新闻联播,https://tv.cctv.com/2026/05/17/VIDEtQvrMbWtojiKlCODaTvZ260517.shtml
2026-05-19,"政治, 经济, 国际",《新闻联播》 20260518 21:00,新闻联播报道生态文明建设、领导人活动、国内经济、国际局势等多条要闻。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEHsvE6OHU4yZhJUDSa8fY260518.shtml
2026-05-19,"政治, 民生",[视频]【新思想引领新征程】奋力谱写新时代生态文明建设新篇章,习近平强调以更高站位推进生态文明建设，我国降碳减污成效显著。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEeMupriTJy5mWsYc5uYJX260518.shtml
2026-05-19,"政治, 国际",[视频]赵乐际同格鲁吉亚议长会谈,赵乐际同格鲁吉亚议长会谈，推动战略伙伴关系深化。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEELmYpSgvUtM40oQPfnDz260518.shtml
2026-05-19,"政治, 国际",[视频]王沪宁会见格鲁吉亚议长,王沪宁会见格鲁吉亚议长，强调深化互尊互信合作。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEmng0Tbtfci3gKlbxXtuy260518.shtml
2026-05-19,政治,[视频]中共中央办公厅印发《中国共产党发展党员工作细则》,中共中央办公厅印发《中国共产党发展党员工作细则》。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEv1CRSiqmQAJasuF0tYjn260518.shtml
2026-05-19,"政治, 国际",Burnham pledges not to 're-run' Brexit arguments,伯纳姆承诺不再重提脱欧争论，不提议英国重返欧盟。,BBC Top,https://www.bbc.com/news/articles/cx21en4807wo?at_medium=RSS&at_campaign=rss
2026-05-19,"政治, 国际, 社会","Sen. Bill Cassidy loses primary. And, WHO declares Ebola outbreak a global emergency",投票定罪特朗普的参议员初选失利；世卫宣布埃博拉疫情为全球紧急事件。,NPR World,https://www.npr.org/2026/05/18/g-s1-122577/up-first-newsletter-bill-cassidy-trump-ebola-elon-musk-openai-sam-altman-idaho-airshow-collision
2026-05-19,"政治, 国际",North Korea is relieved its nuclear weapons have prevented a fate like Iran's,目睹伊朗领导人被杀后，金正恩认为拥核决定正确。,NPR World,https://www.npr.org/2026/05/18/nx-s1-5820631/trump-north-korea-nuclear
